,Kingdom,Phylum,Class,Order,Family,Genus
ASV_30101,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Kribbella
ASV_30102,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
ASV_30103,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,NA
ASV_30104,Bacteria,Firmicutes,Bacilli,NA,NA,NA
ASV_30105,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
ASV_30106,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,NA,NA
ASV_30107,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV_30108,Bacteria,Firmicutes,Bacilli,NA,NA,NA
ASV_30109,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,NA,NA
ASV_30110,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,NA,NA
ASV_30111,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA
ASV_30112,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,NA
ASV_30113,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium
ASV_30114,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,NA
ASV_30115,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,E1B-B3-114
ASV_30116,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA
ASV_30117,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,NA
ASV_30118,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,NA,NA
ASV_30119,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas
ASV_30120,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Delftia
ASV_30121,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium
ASV_30122,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Stenotrophobacter
ASV_30123,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Fontibacillus
ASV_30124,Bacteria,NA,NA,NA,NA,NA
ASV_30125,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA
ASV_30126,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA
ASV_30127,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA
ASV_30128,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Aquincola
ASV_30129,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Filibacter
ASV_30130,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ASV_30131,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Povalibacter
ASV_30132,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA
ASV_30133,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Paraherbaspirillum
ASV_30134,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Telluria
ASV_30135,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV_30136,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia
ASV_30137,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
ASV_30138,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA
ASV_30139,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV_30140,Bacteria,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Tumebacillus
ASV_30141,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Falsibacillus
ASV_30142,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,NA
ASV_30143,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter
ASV_30144,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,NA
ASV_30145,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA
ASV_30146,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidisphaera
ASV_30147,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,NA
ASV_30148,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,NA
ASV_30149,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudorhodoplanes
ASV_30150,Bacteria,Firmicutes,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,NA
ASV_30151,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,NA
ASV_30152,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA
ASV_30153,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA
ASV_30154,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,NA
ASV_30155,Bacteria,Firmicutes,Bacilli,Bacillales,NA,NA
ASV_30156,Bacteria,Actinobacteriota,Thermoleophilia,NA,NA,NA
ASV_30157,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA
ASV_30158,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
ASV_30159,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,NA
ASV_30160,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Skermanella
ASV_30161,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA
ASV_30162,Bacteria,Chloroflexi,TK10,NA,NA,NA
ASV_30163,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,NA
ASV_30164,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA
ASV_30165,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Pseudosporangium
ASV_30166,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA
ASV_30167,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter
ASV_30168,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA
ASV_30169,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,NA,NA
ASV_30170,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,NA
ASV_30171,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA
ASV_30172,Bacteria,NA,NA,NA,NA,NA
ASV_30173,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV_30174,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,NA
ASV_30175,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,NA
ASV_30176,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,NA
ASV_30177,Bacteria,Firmicutes,Bacilli,Bacillales,NA,NA
ASV_30178,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,NA
ASV_30179,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Spirilliplanes
ASV_30180,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
ASV_30181,Bacteria,Firmicutes,Bacilli,Bacillales,NA,NA
ASV_30182,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Psychrobacillus
ASV_30183,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
ASV_30184,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,NA
ASV_30185,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA
ASV_30186,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV_30187,Bacteria,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Tumebacillus
ASV_30188,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,NA
ASV_30189,Bacteria,Firmicutes,Bacilli,Bacillales,NA,NA
ASV_30190,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Noviherbaspirillum
ASV_30191,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA
ASV_30192,Bacteria,Firmicutes,Bacilli,NA,NA,NA
ASV_30193,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,NA
ASV_30194,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA
ASV_30195,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA
ASV_30196,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Nitrobacter
ASV_30197,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
ASV_30198,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,NA
ASV_30199,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,NA
ASV_30200,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA
ASV_30201,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Dyadobacter
ASV_30202,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Neo-b11
ASV_30203,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA
ASV_30204,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Kibdelosporangium
ASV_30205,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Kibdelosporangium
ASV_30206,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,NA
ASV_30207,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Spirilliplanes
ASV_30208,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Filibacter
ASV_30209,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
ASV_30210,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA
ASV_30211,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA
ASV_30212,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA
ASV_30213,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Filibacter
ASV_30214,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Telluria
ASV_30215,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Parviterribacter
ASV_30216,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,NA
ASV_30217,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,NA
ASV_30218,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Falsibacillus
ASV_30219,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
ASV_30220,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
ASV_30221,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Pseudosporangium
ASV_30222,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Filibacter
ASV_30223,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA
ASV_30224,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,NA
ASV_30225,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,NA
ASV_30226,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Aquincola
ASV_30227,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA
ASV_30228,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter
ASV_30229,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Filibacter
ASV_30230,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA
ASV_30231,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes
ASV_30232,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA
ASV_30233,Bacteria,Actinobacteriota,Thermoleophilia,NA,NA,NA
ASV_30234,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Filibacter
ASV_30235,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Compostimonas
ASV_30236,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
ASV_30237,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium
ASV_30238,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA
ASV_30239,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium
ASV_30240,Bacteria,Firmicutes,Bacilli,NA,NA,NA
ASV_30241,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter
ASV_30242,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Hephaestia
ASV_30243,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia
ASV_30244,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA
ASV_30245,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
ASV_30246,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,NA
ASV_30247,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
ASV_30248,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter
ASV_30249,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Stakelama
ASV_30250,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA
ASV_30251,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
ASV_30252,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
ASV_30253,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA
ASV_30254,Bacteria,Firmicutes,Bacilli,Bacillales,NA,NA
ASV_30255,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
ASV_30256,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,NA
ASV_30257,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola
ASV_30258,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA
ASV_30259,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrocosmicus
ASV_30260,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,NA,NA
ASV_30261,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA
ASV_30262,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Kinneretia
ASV_30263,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Noviherbaspirillum
ASV_30264,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA
ASV_30265,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA
ASV_30266,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Dyadobacter
ASV_30267,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Paraherbaspirillum
ASV_30268,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA
ASV_30269,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,[Renibacterium] salmoninarum group
ASV_30270,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
ASV_30271,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,NA
ASV_30272,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA
ASV_30273,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA
ASV_30274,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA
ASV_30275,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,NA
ASV_30276,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV_30277,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,NA
ASV_30278,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ASV_30279,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola
ASV_30280,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,NA
ASV_30281,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA
ASV_30282,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,NA
ASV_30283,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,NA
ASV_30284,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Falsibacillus
ASV_30285,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA
ASV_30286,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA
ASV_30287,Bacteria,Firmicutes,Bacilli,Bacillales,Salisediminibacteriaceae,NA
ASV_30288,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,NA
ASV_30289,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,NA
ASV_30290,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Homoserinimonas
ASV_30291,Bacteria,Firmicutes,Bacilli,Bacillales,NA,NA
ASV_30292,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA
ASV_30293,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,[Renibacterium] salmoninarum group
ASV_30294,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Virgisporangium
ASV_30295,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Plot4-2H12
ASV_30296,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA
ASV_30297,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,NA,NA
ASV_30298,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA
ASV_30299,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA
ASV_30300,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA
ASV_30301,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA
ASV_30302,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA
ASV_30303,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrocosmicus
ASV_30304,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,NA
ASV_30305,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Skermanella
ASV_30306,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA
ASV_30307,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,NA
ASV_30308,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV_30309,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA
ASV_30310,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA
ASV_30311,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,NA,NA
ASV_30312,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA
ASV_30313,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,NA
ASV_30314,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,NA
ASV_30315,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA
ASV_30316,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Pseudacidovorax
ASV_30317,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA
ASV_30318,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA
ASV_30319,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,NA
ASV_30320,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter
ASV_30321,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA
ASV_30322,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA
ASV_30323,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA
ASV_30324,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA
ASV_30325,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,NA,NA
ASV_30326,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,ADurb_Bin063-1
ASV_30327,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA
ASV_30328,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Polymorphospora
ASV_30329,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV_30330,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA
ASV_30331,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA
ASV_30332,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium
ASV_30333,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,NA
ASV_30334,Bacteria,Verrucomicrobiota,Verrucomicrobiae,NA,NA,NA
ASV_30335,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA
ASV_30336,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA
ASV_30337,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter
ASV_30338,Bacteria,NA,NA,NA,NA,NA
ASV_30339,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter
ASV_30340,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1
ASV_30341,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),NA
ASV_30342,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia
ASV_30343,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,NA
ASV_30344,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,NA
ASV_30345,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,NA
ASV_30346,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA
ASV_30347,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA
ASV_30348,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter
ASV_30349,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA
ASV_30350,Bacteria,Actinobacteriota,NA,NA,NA,NA
ASV_30351,Bacteria,Acidobacteriota,Acidobacteriae,NA,NA,NA
ASV_30352,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter
ASV_30353,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA
ASV_30354,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,NA,NA
ASV_30355,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Parviterribacter
ASV_30356,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,NA
ASV_30357,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter
ASV_30358,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Frankiaceae,Jatrophihabitans
ASV_30359,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA
ASV_30360,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA
ASV_30361,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Granulicella
ASV_30362,Bacteria,Actinobacteriota,NA,NA,NA,NA
ASV_30363,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia
ASV_30364,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Actimicrobium
ASV_30365,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA
ASV_30366,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),NA
ASV_30367,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA
ASV_30368,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA
ASV_30369,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,NA
ASV_30370,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Telluria
ASV_30371,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Aquincola
ASV_30372,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,NA
ASV_30373,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA
ASV_30374,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA
